date,B01MS6MO77,B01N1037CV,B07F3RFPXG,B07FV64QLX,B07KXQX3S3,B07NQX1J99,B07PC7X38X,B07RMC5BRL,B07S9886QV,B07SK4W1VJ,average
2020-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-06,1.0,1.0,1.1726484322881918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0172648432288192
2020-01-07,1.0,1.0,1.3295530353569045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0329553035356906
2020-01-08,0.999799759711654,1.0652650648360031,1.3295530353569045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0394617859904562
2020-01-09,0.999799759711654,1.0347063310450038,1.3295530353569045,1.0,1.0093492894540015,1.0,1.0,1.0,1.0,1.0,1.0373408415567564
2020-01-10,0.999799759711654,1.0347063310450038,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,1.0,1.0360587902747052
2020-01-11,0.9911894273127754,1.0347063310450038,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,1.0,1.0351977570348172
2020-01-12,0.9911894273127754,1.0347063310450038,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,1.0,1.0351977570348172
2020-01-13,0.9911894273127754,1.0347063310450038,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,1.0,1.0351977570348172
2020-01-14,0.9911894273127754,1.028794813119756,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,0.981646273637375,1.0327712326060299
2020-01-15,0.9911894273127754,1.044050343249428,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,0.981646273637375,1.0342967856189973
2020-01-16,0.9911894273127754,1.028794813119756,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,0.981646273637375,1.0327712326060299
2020-01-17,0.9911894273127754,1.0252669717772693,1.3295530353569045,1.0,1.0093492894540015,1.0,0.9871794871794872,1.0,1.0,0.981646273637375,1.0324184484717813
2020-01-18,0.9911894273127754,1.0252669717772693,1.3295530353569045,1.0,0.9510097232610322,1.0,0.9716239316239317,1.0,1.0,0.981646273637375,1.025028936296929
2020-01-19,0.9911894273127754,1.0252669717772693,1.3295530353569045,1.0,0.9408189977561705,1.0,0.9716239316239317,1.0,1.0,0.981646273637375,1.0240098637464425
2020-01-20,0.9911894273127754,1.0252669717772693,1.0,1.0,1.0198204936424833,1.0,0.9716239316239317,1.0,1.0,0.981646273637375,0.9989547097993835
2020-01-21,0.9911894273127754,1.0252669717772693,1.0,1.0,0.9532535527299926,1.0,0.9716239316239317,1.0,1.0,0.981646273637375,0.9922980157081345
2020-01-22,0.9911894273127754,1.0011441647597255,1.0,1.0,0.949887808526552,1.0,0.9562393162393162,1.0,1.0,0.981646273637375,0.9880106990475743
2020-01-23,0.9911894273127754,1.0011441647597255,1.0,1.0,0.9404522179391288,1.0,0.9562393162393162,1.0,1.0,0.981646273637375,0.9870671399888321
2020-01-24,0.9911894273127754,1.0671243325705568,1.0,1.0,0.931064572425829,1.0,0.9562393162393162,1.0,1.0,0.981646273637375,0.9927263922185853
2020-01-25,0.9911894273127754,1.0218344774980932,1.0,1.0,0.931064572425829,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9846340932481364
2020-01-26,0.9911894273127754,1.0218344774980932,1.0,1.0,0.9286337571677887,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9843910117223327
2020-01-27,1.0010012014417302,1.0863844393592677,1.0,1.0,0.9719521316379955,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9961590227683661
2020-01-28,1.0010012014417302,1.0278413424866515,1.0,1.0,0.9719521316379955,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9903047130811047
2020-01-29,1.0010012014417302,1.024790236460717,1.0,1.0,0.9491814177678052,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9877225310914923
2020-01-30,1.0010012014417302,1.024790236460717,1.0,1.0,0.9189650336574421,1.0,0.9391452991452991,1.0,1.0,0.9631071560993698,0.9847008926804559
2020-01-31,1.0010012014417302,1.024790236460717,1.0,1.0,0.9047120418848167,1.0,0.9220512820512821,1.0,1.0,0.9631071560993698,0.9815661917937917
2020-02-01,1.0010012014417302,1.024790236460717,1.0,1.0,0.9549987534280728,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,0.9781504185036727
2020-02-02,0.9857829395274329,1.024790236460717,1.3295530353569045,1.0,0.9238843181251558,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0064724523176416
2020-02-03,0.9857829395274329,1.024790236460717,1.3295530353569045,1.0,0.9238843181251558,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0064724523176416
2020-02-04,0.9857829395274329,1.024790236460717,1.3295530353569045,1.0,1.018698578908003,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0159538783959263
2020-02-05,0.9857829395274329,1.024790236460717,1.3295530353569045,1.0,1.018698578908003,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0159538783959263
2020-02-06,0.9857829395274329,1.024790236460717,1.3295530353569045,1.0,1.018698578908003,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0159538783959263
2020-02-07,0.9883860632759311,1.024790236460717,1.3295530353569045,1.0,1.018698578908003,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0162141907707762
2020-02-08,0.9883860632759311,1.024790236460717,1.3295530353569045,1.0,1.018698578908003,1.0,0.8376068376068376,1.0,1.0,0.9631071560993698,1.0162141907707762
2020-02-09,0.9883860632759311,1.024790236460717,1.0,1.0,1.018698578908003,1.0691084079668494,0.8376068376068376,1.0,1.0,0.9631071560993698,0.990169728031771
2020-02-10,0.9909891870244294,1.024790236460717,1.0,1.0,0.9375467464472701,1.0691084079668494,0.8376068376068376,1.0,1.0,0.9631071560993698,0.9823148571605472
2020-02-11,0.9909891870244294,1.024790236460717,1.0,1.0,0.9265706806282723,1.0691084079668494,0.8376068376068376,1.0,1.0,0.9258435298479792,0.9774908879535085
2020-02-12,0.9857829395274329,0.952326468344775,1.0,1.0,0.9222887060583396,0.6683598449405159,0.8290598290598291,1.0,1.0,0.9258435298479792,0.9283661317778871
2020-02-13,0.9857829395274329,0.952326468344775,1.0,1.0,0.9431563201196709,0.8684667825157064,0.8290598290598291,1.0,1.0,0.9258435298479792,0.9504635869415393
2020-02-14,0.9909891870244294,0.952326468344775,1.0,1.0,0.9294128646222888,0.6683598449405159,0.845982905982906,1.0,1.0,0.9258435298479792,0.9312914800762894
2020-02-15,0.9875183553597651,0.952326468344775,1.0,1.0,0.9229618548990277,1.0691084079668494,0.845982905982906,1.0,1.0,0.9258435298479792,0.9703741522401303
2020-02-16,0.9875183553597651,0.952326468344775,1.0,1.0,0.9159810521067064,0.6683598449405159,0.845982905982906,1.0,1.0,0.9258435298479792,0.9296012156582648
2020-02-17,0.9909891870244294,0.952326468344775,1.0,1.0,0.9264878726359655,0.6683598449405159,0.845982905982906,1.0,1.0,0.9258435298479792,0.9309989808776571
2020-02-18,0.9909891870244294,0.952326468344775,1.0,1.0,0.9267355680968247,0.6683598449405159,0.845982905982906,1.0,1.0,0.9258435298479792,0.931023750423743
2020-02-19,0.9909891870244294,0.952326468344775,1.0,1.0,0.9267355680968247,0.6683598449405159,0.845982905982906,1.0,1.0,0.9258435298479792,0.931023750423743
2020-02-20,0.9909891870244294,0.952326468344775,1.0,1.0,0.9113687359760659,1.0691084079668494,0.845982905982906,1.0,0.7999599919983997,0.9258435298479792,0.9495579227141405
2020-02-21,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9113687359760659,1.0691084079668494,0.845982905982906,1.0,0.7999599919983997,0.9258435298479792,0.9496532697774509
2020-02-22,0.9883860632759311,0.9532799389778795,1.0,1.0,0.9113687359760659,1.0691084079668494,0.845982905982906,1.0,1.0,0.9436410826844642,0.9711767134864097
2020-02-23,0.9857829395274329,0.9532799389778795,1.0,1.0,0.9113687359760659,1.0691084079668494,0.845982905982906,1.0,1.0,0.9436410826844642,0.9709164011115599
2020-02-24,0.9909891870244294,1.0278413424866515,1.0,1.0,0.9109287694135244,1.0680390322149447,0.845982905982906,1.0,1.0,0.9436410826844642,0.978742231980692
2020-02-25,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9109287694135244,1.0691084079668494,0.845982905982906,1.0,1.0,0.9436410826844642,0.9713930292050055
2020-02-26,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9109287694135244,1.068573720090897,0.845982905982906,1.0,1.0,0.9436410826844642,0.9713395604174101
2020-02-27,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9109287694135244,1.068573720090897,0.845982905982906,1.0,1.0,0.9436410826844642,0.9713395604174101
2020-02-28,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9096858638743456,1.068573720090897,0.845982905982906,1.0,1.0,0.9436410826844642,0.9712152698634922
2020-02-29,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9092851800406028,1.068573720090897,0.845982905982906,1.0,1.0,1.1121616611049314,0.9880272593221646
2020-03-01,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9106207928197458,1.068573720090897,0.845982905982906,1.0,1.0,0.9445680385613646,0.9714014583457221
2020-03-02,0.9909891870244294,0.9532799389778795,1.0,1.0,0.9108451757666417,1.068573720090897,0.845982905982906,1.0,1.0,1.0117259918427886,0.9781396919685541
2020-03-03,0.9909891870244294,1.0274599542334097,1.0,1.0,0.9101108315768003,1.0691084079668494,0.845982905982906,1.0,1.0,0.9955506117908789,0.9839201898575274
2020-03-04,0.9909891870244294,1.0274599542334097,1.0,1.0,0.9101108315768003,1.0691084079668494,0.845982905982906,1.0,1.0,0.9955506117908789,0.9839201898575274
2020-03-05,0.9909891870244294,1.0274599542334097,1.0,1.0,0.9101108315768003,1.0691084079668494,0.845982905982906,1.0,1.0,0.9955506117908789,0.9839201898575274
2020-03-06,0.9909891870244294,1.026506483600305,1.0,1.0,0.9101108315768003,1.0691084079668494,0.845982905982906,1.0,1.0,0.9955506117908789,0.9838248427942169
2020-03-07,0.9909891870244294,1.026506483600305,1.0,1.0,0.9109947643979058,1.0691084079668494,0.845982905982906,1.0,1.0,0.9951798294401187,0.9838761578412514
2020-03-08,0.9909891870244294,1.0261250953470633,1.0,1.0,0.9246447270007481,1.0691084079668494,0.845982905982906,1.0,1.0,0.9953652206154987,0.9852215543937495
2020-03-09,0.9909891870244294,1.0261250953470633,1.3295530353569045,1.0,0.9719521316379955,1.0691084079668494,0.845982905982906,1.0,1.0,0.9698739340007415,1.020358469731689
2020-03-10,0.9909891870244294,0.9842200610221206,1.3295530353569045,1.0,0.924270755422588,1.0691084079668494,0.845982905982906,1.0,1.0,0.9853540971449759,1.0129478449920772
2020-03-11,0.9909891870244294,1.0265064836003055,1.3295530353569045,1.0,0.8765893792071804,1.0691084079668494,0.845982905982906,0.9939379243452958,1.0,0.9955506117908789,1.012821793527475
2020-03-12,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.8765893792071804,1.0691084079668494,0.845982905982906,0.9939379243452958,1.0,0.995550611790879,1.0129552794161096
2020-03-13,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.8758414360508603,1.0691084079668494,0.845982905982906,0.9939379243452958,1.0,0.995550611790879,1.0128804851004776
2020-03-14,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.8765893792071804,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,1.010530449154228
2020-03-15,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.92867827759376,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,1.015739338992886
2020-03-16,1.0291349619543453,1.0278413424866515,1.3295530353569045,1.0,0.9719521316379955,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.995550611790879,1.023881301890301
2020-03-17,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.93717277486911,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,1.0165887887204208
2020-03-18,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.9629768137621542,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,1.0191691926097253
2020-03-19,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.9629768137621542,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,1.0191691926097253
2020-03-20,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.9674644727000749,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9779384501297739,1.017856742337407
2020-03-21,0.9909891870244294,1.0278413424866515,1.3295530353569045,1.0,0.9674644727000749,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.995550611790879,1.0196179585035174
2020-03-22,0.9909891870244294,1.0278413424866515,1.0,1.0,0.9715781600598355,1.0691084079668494,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,0.9870740237038029
2020-03-23,1.0644106260846349,1.0278413424866515,1.0,1.0,0.9715781600598355,0.9308915920331506,0.845982905982906,0.9696896217264791,1.0,0.9955506117908789,0.9805944860164537
2020-03-24,1.0644106260846349,1.0278413424866515,1.0,1.0,0.9715781600598355,1.0680390322149447,0.845982905982906,0.9696896217264791,1.0,0.9733036707452726,0.9920845359300724
2020-03-25,0.9909891870244294,1.0278413424866515,1.0,1.0,0.9719521316379955,1.0680390322149447,0.8903846153846153,0.9696896217264791,1.0,0.9733036707452726,0.9892199601220387
2020-03-26,0.9909891870244294,1.0278413424866515,1.0,1.0,0.9580617587349076,1.0680390322149447,0.845982905982906,0.9696896217264791,1.0,0.9733036707452726,0.983390751891559
2020-03-27,1.014967961553865,1.0278413424866515,1.0,1.0,0.9644727000747944,1.0680390322149447,0.845982905982906,0.9818137730358875,1.0,0.9733036707452726,0.987642138609432
2020-03-28,0.9909891870244294,1.1439740655987796,1.0,1.0,1.0841436050860134,1.0680390322149447,0.845982905982906,0.9696896217264791,1.0,1.1121616611049314,1.0214980078738483
2020-03-29,0.9909891870244294,1.1439740655987796,1.0,1.0,1.149090002493144,0.9308915920331506,0.845982905982906,0.9696896217264791,1.0,1.1121616611049314,1.014277903596382
2020-03-30,0.9909891870244294,1.1056445461479787,1.3295530353569045,1.0,1.0841436050860134,0.9308915920331506,0.845982905982906,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.0269036150461992
2020-03-31,0.9909891870244294,1.1439740655987796,1.3295530353569045,1.0,1.0841436050860134,1.068573720090897,0.845982905982906,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.044504779797054
2020-04-01,0.9909891870244294,1.1439740655987796,1.3295530353569045,1.0,1.0841436050860134,1.068573720090897,0.845982905982906,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.044504779797054
2020-04-02,0.9909891870244294,1.1439740655987796,1.3295530353569045,1.0,1.0841436050860134,1.068573720090897,0.9357264957264958,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.0534791387714129
2020-04-03,0.9909891870244294,1.1439740655987796,1.3295530353569045,1.0,1.0841436050860134,0.9308915920331506,1.0254700854700856,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.0486852849399972
2020-04-04,0.9909891870244294,1.1439740655987796,1.3295530353569045,1.0,1.0841436050860134,1.0,1.0254700854700856,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.0555961257366824
2020-04-05,0.8641703377386196,1.1439740655987796,1.0,1.0,1.0841436050860134,1.0,1.0254700854700856,0.9696896217264791,0.8999799959991999,1.1121616611049314,1.0099589372724107
2020-04-06,0.800760913095715,1.1439740655987796,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0093116886600835
2020-04-07,0.800760913095715,1.1439740655987796,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0093116886600835
2020-04-08,0.800760913095715,1.1303530565544297,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,1.212172647914646,1.0,1.1121616611049314,1.032009856186431
2020-04-09,0.800760913095715,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,1.212172647914646,1.0,1.1121616611049314,1.023837250759821
2020-04-10,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,1.212172647914646,1.0,1.1121616611049314,1.0428600781526924
2020-04-11,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,1.212172647914646,1.0,1.1121616611049314,1.0428600781526924
2020-04-12,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,0.9696896217264791,1.0,1.1121616611049314,1.0186117755338757
2020-04-13,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,0.9696896217264791,1.0,1.1121616611049314,1.0186117755338757
2020-04-14,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,1.1313449725185902,1.0,1.1121616611049314,1.0347773106130869
2020-04-15,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,0.9696896217264791,1.0,1.1121616611049314,1.0186117755338757
2020-04-16,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0235897435897436,0.9696896217264791,1.0,1.1121616611049314,1.0186117755338757
2020-04-17,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.01879980972191
2020-04-18,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0245299145299145,0.9696896217264791,1.0,1.1121616611049314,1.0187057926278928
2020-04-19,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0245299145299145,0.9696896217264791,1.0,1.1121616611049314,1.0187057926278928
2020-04-20,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.024843304843305,1.212172647914646,1.0,1.1121616611049314,1.0429854342780485
2020-04-21,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,1.212172647914646,1.0,1.1121616611049314,1.0430481123407267
2020-04-22,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9939379243452958,1.0,1.1121616611049314,1.0212246399837916
2020-04-23,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9939379243452958,1.0,1.1121616611049314,1.0212246399837916
2020-04-24,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,1.212172647914646,1.0,1.1121616611049314,1.0430481123407267
2020-04-25,0.9909891870244294,1.0486270022883295,1.0,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,1.212172647914646,1.0,1.1121616611049314,1.0430481123407267
2020-04-26,0.9909891870244294,1.0004767353165525,1.3295530353569045,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0469400865604226
2020-04-27,0.9909891870244294,0.952326468344775,1.200800533689126,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.029249809696467
2020-04-28,0.9909891870244294,0.952326468344775,1.200800533689126,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.029249809696467
2020-04-29,0.9909891870244294,1.1439740655987796,1.200800533689126,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0484145694218676
2020-04-30,0.9909891870244294,1.1439740655987796,1.200800533689126,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0484145694218676
2020-05-01,0.9909891870244294,1.1439740655987796,1.200800533689126,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0484145694218676
2020-05-02,0.9909891870244294,1.1439740655987796,1.3322214809873247,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0615566641516874
2020-05-03,0.9909891870244294,1.1439740655987796,1.0627084723148765,1.0,0.9719521316379955,1.0691084079668494,1.0254700854700856,0.9696896217264791,1.0,1.1121616611049314,1.0346053632844427
2020-05-04,0.9909891870244294,1.1121917111619628,1.0627084723148765,1.0,1.0342807279980055,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0419042892954187
2020-05-05,0.9909891870244294,1.0486270022883295,1.0627084723148765,1.0,1.0467464472700074,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0367943903352554
2020-05-06,0.9909891870244294,1.0486270022883295,1.0,1.0,1.0467464472700074,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0305235431037678
2020-05-07,0.9909891870244294,1.0486270022883295,1.0,1.0,1.0467464472700074,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0305235431037678
2020-05-08,0.9909891870244294,1.0486270022883295,1.0627084723148765,1.0,1.0415108451757669,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0362708301258314
2020-05-09,0.9909891870244294,1.0486270022883295,1.2695130086724484,1.0,1.0415108451757669,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0569512837615886
2020-05-10,0.9909891870244294,1.0486270022883295,1.3215476984656436,1.0,1.0456993268511594,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.0625736009084474
2020-05-11,0.9909891870244294,1.0486270022883295,1.3215476984656436,1.0,1.037397157816006,1.0691084079668494,1.0254700854700856,1.212172647914646,0.7999599919983997,1.1121616611049314,1.061743384004932
