date,B0037Z6VK8,B005CUTW8O,B005CUTWDE,B005CUTY4G,B00AINMFAC,B00BJCAPEE,B00GZQYK4K,B00ILBUEVK,B01782L0WO,B01BSB56OY,average
2020-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-02,1.0,1.0,1.0,1.0,1.0,1.0,0.974316024567281,1.0,1.0,1.0,0.997431602456728
2020-01-03,1.0,1.0,1.0,1.0,1.0,1.0,0.974316024567281,1.0,1.0,1.0,0.997431602456728
2020-01-04,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.974316024567281,1.0,1.0,1.0,0.9977696687177152
2020-01-05,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.974316024567281,1.0,1.0,0.5994993742177722,0.9577196061394926
2020-01-06,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.8894472361809046,1.0,1.0,0.5994993742177722,0.9492327273008551
2020-01-07,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.8894472361809046,1.0,1.0,0.5994993742177722,0.9492327273008551
2020-01-08,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.8174204355108878,1.0,1.0,0.5994993742177722,0.9420300472338534
2020-01-09,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.8174204355108878,1.0,1.0,0.5994993742177722,0.9420300472338534
2020-01-10,1.0,1.0,1.0,1.0,1.0033806626098716,1.0,0.8174204355108878,1.0,1.0,0.5994993742177722,0.9420300472338534
2020-01-11,1.0,0.6277602523659306,1.0,1.0,1.0033806626098716,1.0,0.8894472361809046,1.0,1.0,0.5994993742177722,0.912008752537448
2020-01-12,1.0,0.6277602523659306,1.0,1.0,1.0033806626098716,1.0,0.8894472361809046,1.0,1.0,0.5994993742177722,0.912008752537448
2020-01-13,1.0,1.8738170347003156,1.0,1.0,1.0033806626098716,1.0,0.8894472361809046,1.0,1.0,0.5994993742177722,1.0366144307708864
2020-01-14,1.0,1.5930599369085174,1.0,1.0,1.0033806626098716,1.0,0.695142378559464,1.0,1.0,0.5994993742177722,0.9891082352295626
2020-01-15,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.695142378559464,1.0,1.0,0.5994993742177722,1.0077202226112663
2020-01-16,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.5469011725293133,1.0,1.0,0.5994993742177722,0.9928961020082511
2020-01-17,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.7512562814070349,1.0,1.0,0.5994993742177722,1.0133316128960232
2020-01-18,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9785594639865998,1.0,1.0,0.5994993742177722,1.0360619311539798
2020-01-19,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.974316024567281,1.0,1.0,0.5994993742177722,1.0356375872120478
2020-01-20,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,1.0,1.0,1.0,0.5994993742177722,1.0382059847553198
2020-01-21,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.0,1.0,0.5994993742177722,1.0362796865978656
2020-01-22,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.974316024567281,1.0,1.0,0.5994993742177722,1.0356375872120478
2020-01-23,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9871580122836405,1.0,1.0,0.5994993742177722,1.036921785983684
2020-01-24,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.0,1.0,0.5994993742177722,1.0362796865978656
2020-01-25,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.0,1.0,0.5994993742177722,1.0362796865978656
2020-01-26,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9614740368509214,1.7510944340212633,1.0,0.5994993742177722,1.1094628318425381
2020-01-27,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,0.8999583159649854,0.9614740368509214,1.7510944340212633,1.0,0.8110137672090113,1.1206101027381608
2020-01-28,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,0.8999583159649854,0.8174204355108878,1.7510944340212633,1.0,0.8110137672090113,1.1062047426041572
2020-01-29,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,0.8999583159649854,0.8174204355108878,1.7510944340212633,1.0,0.8110137672090113,1.1062047426041572
2020-01-30,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,0.8999583159649854,0.695142378559464,1.7510944340212633,1.0,0.8110137672090113,1.0939769369090149
2020-01-31,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,0.8999583159649854,0.695142378559464,1.7510944340212633,1.0,0.8110137672090113,1.0939769369090149
2020-02-01,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.5469011725293133,1.7510944340212633,1.0,1.0,1.1080556079886001
2020-02-02,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.5469011725293133,1.876172607879925,1.0,1.0,1.1205634253744663
2020-02-03,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.5469011725293133,1.876172607879925,1.0,1.0,1.1205634253744663
2020-02-04,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.8241206030150754,1.876172607879925,1.0,0.5994993742177722,1.1082353058448198
2020-02-05,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.8241206030150754,1.876172607879925,1.0,1.0,1.1482853684230423
2020-02-06,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,1.0,1.876172607879925,1.0,0.5994993742177722,1.1258232455433121
2020-02-07,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.876172607879925,1.0,0.612015018773467,1.1251485118414277
2020-02-08,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.974316024567281,1.876172607879925,1.0,0.612015018773467,1.12450641245561
2020-02-09,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.8174204355108878,1.876172607879925,1.0,0.612015018773467,1.1088168535499705
2020-02-10,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,1.0,1.876172607879925,1.0,0.612015018773467,1.1270748099988817
2020-02-11,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.8726968174204356,1.876172607879925,1.0,0.612015018773467,1.1143444917409253
2020-02-12,1.0,1.7791798107255525,1.0,1.0,1.0033806626098716,1.0,0.8726968174204356,1.876172607879925,1.0,0.612015018773467,1.1143444917409253
2020-02-13,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8726968174204356,1.876172607879925,1.0,0.6145181476846059,1.1151019040235197
2020-02-14,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.876172607879925,1.0,0.612015018773467,1.1093239529414514
2020-02-15,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.7510944340212633,1.0,0.5994993742177722,1.0955645711000155
2020-02-16,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.9614740368509214,1.4008755472170105,1.0,0.612015018773467,1.0761996070091633
2020-02-17,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.876172607879925,1.0,0.612015018773467,1.1093239529414514
2020-02-18,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.876172607879925,1.0,0.6161869002920317,1.1097411410933078
2020-02-19,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.4008755472170105,1.0,0.5994993742177722,1.0605426824195905
2020-02-20,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.4008755472170105,1.0,0.612015018773467,1.0617942468751598
2020-02-21,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.4008755472170105,1.0,0.612015018773467,1.0617942468751598
2020-02-22,1.0,1.7791798107255525,1.0,1.0,1.0135226504394863,1.0,0.8174204355108878,1.4008755472170105,1.0,0.612015018773467,1.0623013462666404
2020-02-23,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.695142378559464,1.4008755472170105,1.0,0.612015018773467,1.0495664411800174
2020-02-24,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.5912897822445561,1.4008755472170105,1.0,0.6245306633291615,1.040432746004096
2020-02-25,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,0.8637632607481853,1.4008755472170105,1.0,0.5994993742177722,1.06517696494332
2020-02-26,1.0,1.7791798107255525,1.0,1.0,1.0096912328149652,1.0,1.3077291217994735,1.4008755472170105,1.0,0.6245306633291615,1.1122006375886164
2020-02-27,1.0,1.7791798107255525,1.0,1.0,1.0084516565246788,1.0,1.0,1.876172607879925,1.0,0.612015018773467,1.1275819093903625
2020-02-28,1.0,1.7791798107255525,1.0,1.0,1.002028397565923,1.0,0.9779851639148123,1.876172607879925,1.0,0.612015018773467,1.1247380998859682
2020-02-29,1.0,1.889589905362776,1.0,1.0,1.002028397565923,1.0,0.9807370184254608,1.876172607879925,1.0,0.8122653316645807,1.1560793260898665
2020-03-01,1.0,1.889589905362776,1.0,1.0,0.9889114266396214,1.0,0.9087102177554439,1.876172607879925,1.0,0.6245306633291615,1.1287914820966929
2020-03-02,1.0,1.889589905362776,1.0,1.0,1.0084516565246788,1.0,0.9614740368509214,1.876172607879925,1.0,0.6245306633291615,1.1360218869947463
2020-03-03,1.0,1.889589905362776,1.0,1.0,1.0084516565246788,1.0,0.8174204355108878,1.876172607879925,1.0,0.6245306633291615,1.121616526860743
2020-03-04,1.0,1.889589905362776,1.0,1.0,1.0084516565246788,1.0,0.9871580122836405,1.876172607879925,1.0,0.6245306633291615,1.1385902845380182
2020-03-05,1.4277180406212664,1.889589905362776,1.0,1.0,1.0084516565246788,1.0,0.9614740368509214,1.4008755472170105,1.0,0.6245306633291615,1.1312639849905817
2020-03-06,1.4277180406212664,2.2050473186119874,1.0,1.0,1.0101419878296147,1.0,0.9614740368509214,1.4008755472170105,1.0,0.6245306633291615,1.1629787594459962
2020-03-07,1.4277180406212664,2.2050473186119874,1.0,1.0,1.0067613252197432,1.0,0.9614740368509214,1.4008755472170105,1.0,0.6245306633291615,1.162640693185009
2020-03-08,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.4008755472170105,1.0,0.6245306633291615,1.1304324036451425
2020-03-09,1.0704898446833933,2.2050473186119874,1.0,1.0,0.9826557309580504,1.0,0.9614740368509214,1.4008755472170105,1.0,0.6245306633291615,1.1245073141650526
2020-03-10,1.0704898446833933,2.2050473186119874,1.0,1.0,1.004056795131846,1.0,1.0,1.4884302689180737,1.0,0.6245306633291615,1.1392554890674462
2020-03-11,1.0704898446833933,2.2050473186119874,1.0,1.0,0.969658553076403,1.0,0.8894472361809046,1.4884302689180737,1.0,0.6245306633291615,1.1247603884799924
2020-03-12,1.0704898446833933,2.2050473186119874,1.0,1.0,0.969658553076403,1.0,0.8894472361809046,1.4884302689180737,1.0,0.6245306633291615,1.1247603884799924
2020-03-13,1.0704898446833933,2.2050473186119874,1.0,1.0,0.9985209601081813,1.0,0.9614740368509214,1.4008755472170105,1.0,0.6245306633291615,1.1260938370800655
2020-03-14,1.0704898446833933,2.2050473186119874,1.0,1.0,0.9719405003380664,1.0,1.5418760469011725,1.4008755472170105,1.0,0.6245306633291615,1.1814759921080793
2020-03-15,1.0704898446833933,2.2050473186119874,1.0,1.0,0.9973920602723849,1.0,0.9807370184254608,1.4008755472170105,1.0,0.6245306633291615,1.1279072452539398
2020-03-16,1.0704898446833933,2.2050473186119874,1.0,1.0,0.9737153482082488,1.0,1.0,1.7510944340212633,1.0,0.6245306633291615,1.1624877608854054
2020-03-17,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0030425963488845,1.0,0.974316024567281,1.4008755472170105,1.0,0.6245306633291615,1.1278301994757718
2020-03-18,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.876172607879925,1.0,0.6245306633291615,1.17603581155398
2020-03-19,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9871580122836405,1.7510944340212633,1.0,0.6245306633291615,1.1641700935539319
2020-03-20,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.7510944340212633,1.0,0.6245306633291615,1.1635279941681138
2020-03-21,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.7510944340212633,1.0,0.6245306633291615,1.1635279941681138
2020-03-22,1.0704898446833933,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.7510944340212633,1.0,0.6245306633291615,1.1635279941681138
2020-03-23,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.5452261306532664,1.7510944340212633,1.0,0.6245306633291615,1.2129279209225552
2020-03-24,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9871580122836405,1.7510944340212633,1.0,0.6245306633291615,1.1571211090855926
2020-03-25,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.849246231155779,1.7510944340212633,1.0,0.6245306633291615,1.1433299309728064
2020-03-26,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9614740368509214,1.7510944340212633,1.0,0.6245306633291615,1.1545527115423204
2020-03-27,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.1922110552763818,1.7510944340212633,1.0,0.6245306633291615,1.1776264133848666
2020-03-28,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.7510944340212633,1.0,0.6245306633291615,1.1564790096997746
2020-03-29,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.7510944340212633,1.0,0.6245306633291615,1.1584053078572285
2020-03-30,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.7510944340212633,1.0,0.6245306633291615,1.1584053078572285
2020-03-31,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.7510944340212633,1.0,0.6245306633291615,1.1584053078572285
2020-04-01,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.7510944340212633,1.0,0.6245306633291615,1.1584053078572285
2020-04-02,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.0,1.4884302689180737,1.0,0.6245306633291615,1.1321388913469095
2020-04-03,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.4884302689180737,1.0,0.6245306633291615,1.1302125931894555
2020-04-04,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9807370184254608,1.4884302689180737,1.0,0.6245306633291615,1.1302125931894555
2020-04-05,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,1.9581239530988275,1.7510944340212633,1.0,0.6245306633291615,1.2542177031671113
2020-04-06,1.0,2.2050473186119874,1.0,1.0,1.0033806626098716,1.0,0.9246231155778895,1.4884302689180737,1.0,0.6245306633291615,1.1246012029046986
2020-04-07,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9246231155778895,1.4884302689180737,1.0,0.6245306633291615,1.1168970426581653
2020-04-08,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9262981574539364,1.4884302689180737,1.0,0.6245306633291615,1.11706454684577
2020-04-09,1.0,2.0946372239747637,1.0,0.9229583975346687,1.0033806626098716,1.0,0.8475711892797321,1.4884302689180737,1.0,0.6245306633291615,1.0981508405646272
2020-04-10,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9430485762144055,1.4884302689180737,1.0,0.5994993742177722,1.1162364598106778
2020-04-11,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,1.0,1.4884302689180737,1.0,0.5994993742177722,1.1219316021892374
2020-04-12,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,1.0,1.4634146341463414,1.0,0.5994993742177722,1.1194300387120641
2020-04-13,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9614740368509214,1.4071294559099436,1.0,0.5994993742177722,1.1099489245735166
2020-04-14,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.8174204355108878,1.4634146341463414,1.0,0.5994993742177722,1.101172082263153
2020-04-15,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9807370184254608,1.4634146341463414,1.0,0.5994993742177722,1.1175037405546102
2020-04-16,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9807370184254608,1.4634146341463414,1.0,0.5994993742177722,1.1175037405546102
2020-04-17,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9614740368509214,1.4634146341463414,1.03577106518283,0.5994993742177722,1.1191545489154393
2020-04-18,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9262981574539364,1.4634146341463414,1.0,0.5994993742177722,1.1120598544574578
2020-04-19,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.8781407035175879,1.4634146341463414,1.0715421303656598,0.6245306633291615,1.1169014510115278
2020-04-20,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9807370184254608,1.4634146341463414,1.0238473767885534,1.0,1.1599385408116885
2020-04-21,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9807370184254608,1.4634146341463414,1.0715421303656598,1.0,1.164708016169399
2020-04-22,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9807370184254608,1.4634146341463414,1.0715421303656598,1.0,1.164708016169399
2020-04-23,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9871580122836405,1.4634146341463414,1.03577106518283,1.0,1.1617730090369338
2020-04-24,1.0,2.2050473186119874,1.0,0.9229583975346687,1.0033806626098716,1.0,0.9871580122836405,1.4634146341463414,1.0476947535771068,1.0,1.1629653778763616
2020-04-25,1.0,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0,0.9871580122836405,1.4634146341463414,1.0,1.0,1.158060676014256
2020-04-26,1.0,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0,0.9871580122836405,1.4634146341463414,1.0,1.0,1.158060676014256
2020-04-27,1.0,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0,0.9871580122836405,1.7510944340212633,1.03577106518283,1.0,1.1904057625200313
2020-04-28,1.0,2.375394321766561,1.0,0.9229583975346687,1.002028397565923,1.0,0.9614740368509214,1.7510944340212633,1.0985691573926868,1.0,1.2111518745132024
2020-04-29,1.0,2.375394321766561,1.0,0.9229583975346687,1.002028397565923,1.0,1.5644891122278057,1.7510944340212633,1.0,1.0,1.2615964663116221
2020-04-30,1.0,2.375394321766561,1.0,0.9229583975346687,1.002028397565923,1.0,1.0,1.7510944340212633,1.0985691573926868,1.0,1.2150044708281103
2020-05-01,1.0,2.520504731861199,1.0,0.9229583975346687,1.002028397565923,1.0,1.0,1.7510944340212633,1.0,1.0,1.2196585960983053
2020-05-02,1.0,2.520504731861199,1.0,0.9229583975346687,1.002028397565923,1.0,1.355108877721943,1.7510944340212633,1.2511923688394277,1.0,1.2802887207544424
2020-05-03,1.0,2.520504731861199,1.0,0.9229583975346687,1.002028397565923,1.0,1.355108877721943,1.7510944340212633,1.2511923688394277,1.0,1.2802887207544424
2020-05-04,1.0,2.520504731861199,1.0,0.9229583975346687,1.002028397565923,1.0,1.0,1.7510944340212633,1.2511923688394277,1.0,1.244777832982248
2020-05-05,1.0011947431302273,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0,0.9807370184254608,1.7510944340212633,1.2511923688394277,1.0,1.211425267812896
2020-05-06,1.0011947431302273,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0,0.974316024567281,1.7510944340212633,1.0,1.0,1.1856639315431352
2020-05-07,1.0011947431302273,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0416840350145895,0.974316024567281,1.7510944340212633,1.0,1.0,1.189832335044594
2020-05-08,1.0704898446833933,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0416840350145895,0.974316024567281,1.7510944340212633,1.0,1.0,1.1967618451999107
2020-05-09,1.0704898446833933,2.2050473186119874,1.0,0.9229583975346687,1.002028397565923,1.0416840350145895,0.9807370184254608,1.7510944340212633,1.0,1.0,1.1974039445857287
