date,B000CDHZEY,B002TACI6I,B005HG9ERW,B005HG9ESG,B00COR1HHW,B00LLKWVL4,B01BR0AW2W,B01JTXE17Q,B01JTXE1AI,B01LYLM8JJ
2016-09-02,,,31.0,21.94,,,,,,
2016-09-03,,,31.0,21.94,,,,,,
2016-09-04,,,31.0,21.94,,,,,,
2016-09-05,,,31.0,21.94,,,,,,
2016-09-06,,,31.0,21.94,,,,,,
2016-09-07,,,31.0,21.94,,,,,,
2016-09-08,,,31.0,21.94,,,,,,
2016-09-09,,,31.0,21.94,,,,,,
2016-09-10,,,31.0,21.94,,,,,,
2016-09-11,,,31.0,21.94,,,,,,
2016-09-12,,,31.0,21.94,,,,,,
2016-09-13,,,31.0,21.93,,,,,,
2016-09-14,,,31.0,21.92,,,,,,
2016-09-15,,,31.0,21.91,,,,,,
2016-09-16,,,31.0,21.9,,,,,,
2016-09-17,,,31.0,21.89,,,,,,
2016-09-18,,,31.0,21.88,,,,,,
2016-09-19,,,31.0,21.905,,,,,,
2016-09-20,,,31.0,21.905,,,,,,
2016-09-21,,,31.0,21.905,,,,,,
2016-09-22,,,31.0,21.905,,,,,,
2016-09-23,,,31.0,21.87,,,,,,
2016-09-24,,,31.0,21.87,,,,,,
2016-09-25,,,31.0,21.94,,,,,,
2016-09-26,,,31.0,21.94,,,,,,
2016-09-27,,,31.0,21.94,,,,,,
2016-09-28,,,31.0,21.94,,,,,,
2016-09-29,,,31.0,21.94,,,,,,
2016-09-30,,,31.0,21.94,,,,,,
2016-10-01,,,31.0,21.94,,,,,,
2016-10-02,,,31.0,21.94,,,,,,
2016-10-03,,,31.0,21.94,,,,,,
2016-10-04,,,31.0,21.94,,,,,,
2016-10-05,,,31.0,21.94,,,,,,
2016-10-06,,,31.0,21.94,,,,,,
2016-10-07,,,31.0,22.11,,,,,,
2016-10-08,,,31.0,21.94,,,,,,
2016-10-09,,,31.0,21.94,,,,,,
2016-10-10,,,31.0,21.94,,,,,,
2016-10-11,,,31.0,21.94,,,,,,
2016-10-12,,,31.0,21.94,,,,,,
2016-10-13,,,31.0,21.94,,,,,,
2016-10-14,,,31.0,21.94,,,,,,
2016-10-15,,,31.0,21.94,,,,,,
2016-10-16,,,31.0,21.94,,,,,,
2016-10-17,,,31.0,21.94,,,,,,
2016-10-18,,,31.0,21.94,,,,,,
2016-10-19,,,31.0,21.94,,,,,,
2016-10-20,,,31.0,21.94,,,,,,
2016-10-21,,,31.0,21.94,,,,,,
2016-10-22,,,31.0,21.94,,,,,,
2016-10-23,,,31.0,21.94,,,,,,
2016-10-24,,,31.0,21.94,,,,,,
2016-10-25,,,31.0,21.94,,,,,,
2016-10-26,,,31.0,21.94,,,,,,
2016-10-27,,,31.0,22.11,,,,,,
2016-10-28,,,31.0,21.94,,,,,,
2016-10-29,,,31.0,21.94,,,,,,
2016-10-30,,,31.0,21.94,,,,,,
2016-10-31,,,31.0,21.94,,,,,,
2016-11-01,,,31.0,21.94,,,,,,
2016-11-02,,,31.0,22.11,,,,,,
2016-11-03,,,31.0,21.94,,,,,,
2016-11-04,,,31.0,21.94,,,,,,
2016-11-05,,,31.0,21.94,,,,,,
2016-11-06,,,31.0,21.94,,,,,,
2016-11-07,,,31.0,21.94,,,,,,
2016-11-08,,,31.0,22.025,,,,,,
2016-11-09,,,31.0,22.025,,,,,,
2016-11-10,,,31.0,22.025,,,,,,
2016-11-11,,,31.0,23.33,,,,,,
2016-11-12,,,31.0,22.634999999999998,,,,,,
2016-11-13,,,31.0,22.634999999999998,,,,,,
2016-11-14,,,31.0,21.94,,,,,,
2016-11-15,,,31.0,23.33,,,,,,
2016-11-16,,,31.0,21.94,,,,,,
2016-11-17,,,31.0,22.634999999999998,,,,,,
2016-11-18,,,31.0,23.33,,,,,,
2016-11-19,,,31.0,21.94,,,,,,
2016-11-20,,,31.0,21.94,,,,,,
2016-11-21,,,31.0,21.94,,,,,,
2016-11-22,,,31.0,21.94,,,,,,
2016-11-23,,,31.0,21.94,,,,,,
2016-11-24,,,31.0,21.94,,,,,,
2016-11-25,,,31.0,21.94,,,,,,
2016-11-26,,,31.0,21.94,,,,,,
2016-11-27,,,31.0,21.94,,,,,,
2016-11-28,,,31.0,21.94,,,,,,
2016-11-29,,,31.0,21.94,,,,,,
2016-11-30,,,31.0,21.94,,,,,,
2016-12-01,,,31.0,21.94,,,,,,
2016-12-02,,,31.0,21.94,,,,,,
2016-12-03,,,31.0,21.94,,,,,,
2016-12-04,,,31.0,21.94,,,,,,
2016-12-05,,,31.0,21.94,,,,,,
2016-12-06,,,31.0,21.94,,,,,,
2016-12-07,,,31.0,21.94,,,,,,
2016-12-08,,,31.0,21.94,,,,,,
2016-12-09,,,31.0,21.94,,,,,,
2016-12-10,,,31.0,21.94,,,,,,
2016-12-11,,,31.0,21.94,,,,,,
2016-12-12,,,31.0,21.94,,,,,,
2016-12-13,,,31.0,21.94,,,,,,
2016-12-14,,,31.0,21.94,,,,,,
2016-12-15,,,31.0,21.94,,,,,,
2016-12-16,,,31.0,21.94,,,,,,
2016-12-17,,,31.0,21.94,,,,,,
2016-12-18,,,31.0,15.36,,,,,,
2016-12-19,,,31.0,15.36,,,,,,
2016-12-20,,,31.0,15.36,,,,,,
2016-12-21,,,31.0,15.36,,,,,,
2016-12-22,,,31.0,15.36,,,,,,
2016-12-23,,,31.0,16.8,,,,,,
2016-12-24,,,31.0,16.8,,,,,,
2016-12-25,,,31.0,16.8,,,,,,
2016-12-26,,,31.0,16.8,,,,,,
2016-12-27,,,31.0,16.8,,,,,,
2016-12-28,,,31.0,16.8,,,,,,
2016-12-29,,,31.0,16.8,,,,,,
2016-12-30,,,31.0,16.8,,,,,,
2016-12-31,,,31.0,16.8,,,,,,
2017-01-01,,,31.0,16.8,,,,,,
2017-01-02,,,31.0,16.8,,,,,,
2017-01-03,,,31.0,16.8,,,,,,
2017-01-04,,,31.0,16.8,,,,,,
2017-01-05,,,31.0,16.8,,,,,,
2017-01-06,,,31.0,16.8,,,,,,
2017-01-07,,,31.0,16.8,,,,,,
2017-01-08,,,31.0,16.8,,,,,,
2017-01-09,,,31.0,16.8,,,,,,
2017-01-10,,,31.0,21.0,,,,,,
2017-01-11,,,31.0,21.0,,,,,,
2017-01-12,,,31.0,21.0,,,,,,
2017-01-13,,,31.0,21.0,,,,,,
2017-01-14,,,31.0,21.0,,,,,,
2017-01-15,,,31.0,21.0,,,,,,
2017-01-16,,,31.0,21.0,,,,,,
2017-01-17,,,31.0,21.0,,,,,,
2017-01-18,,,31.0,21.0,,,,,,
2017-01-19,,,31.0,21.99,,,,,,
2017-01-20,,,31.0,21.99,,,,,,
2017-01-21,,,31.0,21.99,,,,,,
2017-01-22,,,31.0,21.99,,,,,,
2017-01-23,,,31.0,21.99,,,,,,
2017-01-24,,,31.0,21.99,,,,,,
2017-01-25,,,31.0,21.99,,,,,,
2017-01-26,,,31.0,21.99,,,,,,
2017-01-27,,,31.0,21.99,,,,,,
2017-01-28,,,31.0,21.99,,,,,,
2017-01-29,,,31.0,21.99,,,,,,
2017-01-30,,,31.0,21.99,,,,,,
2017-01-31,,,31.0,21.99,,,,,,
2017-02-01,,,31.0,21.99,,,,,,
2017-02-02,,,31.0,21.99,,,,,,
2017-02-03,,,31.0,21.99,,,,,,
2017-02-04,,,31.0,21.99,,,,,,
2017-02-05,,,31.0,21.99,,,,,,
2017-02-06,,,31.0,21.99,,,,,,
2017-02-07,,,31.0,21.99,,,,,,
2017-02-08,,,31.0,21.99,,,,,,
2017-02-09,,,31.0,21.99,,,,,,
2017-02-10,,,31.0,21.99,,,,,,
2017-02-11,,,31.0,21.99,,,,,,
2017-02-12,,,31.0,21.99,,,,,,
2017-02-13,,,31.0,21.99,,,,,,
2017-02-14,,,31.0,30.78,,,,,,
2017-02-15,,,31.0,30.78,,,,,,
2017-02-16,,,31.0,24.494999999999997,,,,,,
2017-02-17,,,31.0,24.494999999999997,,,,,,
2017-02-18,,,31.0,31.53,,,,,,
2017-02-19,,,31.0,31.53,,,,,,
2017-02-20,,,31.0,21.99,,,,,,
2017-02-21,,,31.0,21.99,,,,,,
2017-02-22,,,31.0,31.53,,,,,,
2017-02-23,,,31.0,21.99,,,,,,
2017-02-24,,,31.0,31.53,,,,,,
2017-02-25,,,31.0,31.53,,,,,,
2017-02-26,,,31.0,21.99,,,,,,
2017-02-27,,,31.0,21.99,,,,,,
2017-02-28,,,31.0,21.99,,,,,,
2017-03-01,,,31.0,21.99,,,,,,
2017-03-02,,,31.0,21.99,,,,,,
2017-03-03,,,31.0,21.99,,,,,,
2017-03-04,,,31.0,21.99,,,,,,
2017-03-05,,,31.0,21.99,,,,,,
2017-03-06,,,31.0,21.99,,,,,,
2017-03-07,,,31.0,21.99,,,,,,
2017-03-08,,,31.0,21.99,,,,,,
2017-03-09,,,21.7,21.99,,,,,,
2017-03-10,,,24.634999999999998,21.99,,,,,,
2017-03-11,,,27.57,21.99,,,,,,
2017-03-12,,,31.0,21.99,,,,,,
2017-03-13,,,31.0,21.99,,,,,,
2017-03-14,,,31.0,21.99,,,,,,
2017-03-15,,,31.0,21.99,,,,,,
2017-03-16,,,31.0,21.99,,,,,,
2017-03-17,,,31.0,21.99,,,,,,
2017-03-18,,,30.96,21.99,,,,,,
2017-03-19,,,30.96,21.99,,,,,,
2017-03-20,,,30.96,21.99,,,,,,
2017-03-21,,,21.7,21.99,,,,,,
2017-03-22,,,21.67,21.99,,,,,,
2017-03-23,,,21.67,21.99,,,,,,
2017-03-24,,,21.67,21.99,,,,,,
2017-03-25,,,30.96,21.99,,,,,,
2017-03-26,,,30.96,21.99,,,,,,
2017-03-27,,,30.96,21.99,,,,,,
2017-03-28,,,30.96,21.99,,,,,,
2017-03-29,,,30.96,21.99,,,,,,
2017-03-30,,,30.96,21.99,,,,,,
2017-03-31,,,30.96,21.99,,,,,,
2017-04-01,,,30.96,21.99,,,,,,
2017-04-02,,,30.96,21.99,,,,,,
2017-04-03,,,30.96,21.99,,,,,,
2017-04-04,,,27.58,21.99,,,,,,
2017-04-05,,,27.58,21.99,,,,,,
2017-04-06,,,30.96,21.99,,,,,,
2017-04-07,,,30.96,21.99,,,,,,
2017-04-08,,,30.96,21.99,,,,,,
2017-04-09,,,30.96,21.99,,,,,,
2017-04-10,,,30.96,21.99,,,,,,
2017-04-11,,,30.96,21.99,,,,,,
2017-04-12,,,30.96,21.99,,,,,,
2017-04-13,,,30.96,21.99,,,,,,
2017-04-14,,,30.96,21.99,,,,,,
2017-04-15,,,30.96,21.99,,,,,,
2017-04-16,,,30.96,21.99,,,,,,
2017-04-17,,,30.96,21.99,,,,,,
2017-04-18,,,30.96,21.99,,,,,,
2017-04-19,,,30.96,21.99,,,,,,
2017-04-20,,,30.96,21.99,,,,,,
2017-04-21,,,30.96,21.99,,,,,,
2017-04-22,,,30.96,21.99,,,,,,
2017-04-23,,,30.96,21.99,,,,,,
2017-04-24,,,30.96,21.99,,,,,,
2017-04-25,,,30.96,17.99,,,,,,
2017-04-26,,,30.96,17.99,,,,,,
2017-04-27,,,30.96,17.99,,,,,,
2017-04-28,,,30.96,17.99,,,,,,
2017-04-29,,,30.96,17.99,,,,,,
2017-04-30,,,30.96,17.99,,,,,,
2017-05-01,,,30.96,17.99,,,,,,
2017-05-02,,,30.96,17.99,,,,,,
2017-05-03,,,30.96,17.99,,,,,,
2017-05-04,,,30.96,17.99,,,,,,
2017-05-05,,,30.96,17.99,,,,,,
2017-05-06,,,30.96,17.99,,,,,,
2017-05-07,,,30.96,17.99,,,,,,
2017-05-08,,,30.96,17.99,,,,,,
2017-05-09,,,30.96,17.99,,,,,,
2017-05-10,,,30.96,17.99,,,,,,
2017-05-11,,,30.96,17.99,,,,,,
2017-05-12,,,30.96,17.99,,,,,,
2017-05-13,,,30.96,17.99,,,,,,
2017-05-14,,,30.96,17.99,,,,,,
2017-05-15,,,30.96,17.99,,,,,,
2017-05-16,,,30.96,17.99,,,,,,
2017-05-17,,,30.96,17.99,,,,,,
2017-05-18,,,30.96,17.99,,,,,,
2017-05-19,,,30.96,17.99,,,,,,
2017-05-20,,,30.96,17.99,,,,,,
2017-05-21,,,30.96,17.99,,,,,,
2017-05-22,,,30.96,17.99,,,,,,
2017-05-23,,,30.96,17.99,,,,,,
2017-05-24,,,30.96,17.99,,,,,,
2017-05-25,,,30.96,17.99,,,,,,
2017-05-26,,,30.96,17.99,,,,,,
2017-05-27,,,30.96,17.99,,,,,,
2017-05-28,,,30.96,17.99,,,,,,
2017-05-29,,,30.96,17.99,,,,,,
2017-05-30,,,30.96,17.99,,,,,,
2017-05-31,,,30.96,17.99,,,,,,
2017-06-01,,,30.96,17.99,,,,,,
2017-06-02,,,30.96,17.99,,,,,,
2017-06-03,,,30.96,17.99,,,,,,
2017-06-04,,,30.96,17.99,,,,,,
2017-06-05,,,30.96,17.99,,,,,,
2017-06-06,,,30.96,17.99,,,,,,
2017-06-07,,,30.96,17.99,,,,,,
2017-06-08,,,30.96,17.99,,,,,,
2017-06-09,,,30.96,17.99,,,,,,
2017-06-10,,,30.96,17.99,,,,,,
2017-06-11,,,30.96,17.99,,,,,,
2017-06-12,,,30.96,21.99,,,,,,
2017-06-13,,,30.96,21.99,,,,,,
2017-06-14,,,30.96,21.99,,,,,,
2017-06-15,,,30.96,21.99,,,,,,
2017-06-16,,,30.96,21.99,,,,,,
2017-06-17,,,30.96,21.99,,,,,,
2017-06-18,,,30.96,21.99,,,,,,
2017-06-19,,,30.96,21.99,,,,,,
2017-06-20,,,30.96,21.99,,,,,,
2017-06-21,,,30.96,21.99,,,,,,
2017-06-22,,,30.96,21.99,,,,,,
2017-06-23,,,30.96,19.77,,,,,,
2017-06-24,,,30.96,19.77,,,,,,
2017-06-25,,,30.96,19.77,,,,,,
2017-06-26,,,30.96,23.88,,,,,,
2017-06-27,,,30.96,19.77,,,,,,
2017-06-28,,,30.96,19.77,,,,,,
2017-06-29,,,30.96,19.77,,,,,,
2017-06-30,,,30.96,19.77,,,,,,
2017-07-01,,,30.96,19.77,,,,,,
2017-07-02,,,30.96,19.77,,,,,,
2017-07-03,,,30.96,19.77,,,,,,
2017-07-04,,,30.96,19.77,,,,,,
2017-07-05,,,30.96,19.45,,,,,,
2017-07-06,,,30.96,19.45,,,,,,
2017-07-07,,,30.96,19.45,,,,,,
2017-07-08,,,30.96,19.45,,,,,,
2017-07-09,,,30.96,19.45,,,,,,
2017-07-10,,,30.96,19.45,,,,,,
2017-07-11,,,30.96,19.45,,,,,,
2017-07-12,,,30.96,19.45,,,,,,
2017-07-13,,,30.96,19.45,,,,,,
2017-07-14,,,30.96,20.94,,,,,,
2017-07-15,,,30.96,17.99,,,,,,
2017-07-16,,,30.96,17.99,,,,,,
2017-07-17,,,30.96,17.99,,,,,,
2017-07-18,,,30.96,17.99,,,,,,
2017-07-19,,,30.96,17.99,,,,,,
2017-07-20,,,30.96,20.94,,,,,,
2017-07-21,,,30.96,20.94,,,,,,
2017-07-22,,,30.96,20.94,,,,,,
2017-07-23,,,30.96,20.94,,,,,,
2017-07-24,,,30.96,20.94,,,,,,
2017-07-25,,,30.96,20.94,,,,,,
2017-07-26,,,30.96,20.94,,,,,,
2017-07-27,,,30.96,20.94,,,,,,
2017-07-28,,,30.96,20.94,,,,,,
2017-07-29,,,30.96,20.94,,,,,,
2017-07-30,,,30.96,20.94,,,,,,
2017-07-31,,,30.96,20.94,,,,,,
2017-08-01,,,30.96,20.94,,,,,,
2017-08-02,,,30.96,20.94,,,,,,
2017-08-03,,,30.96,20.94,,,,,,
2017-08-04,,,30.96,20.94,,,,,,
2017-08-05,,,30.96,20.94,,,,,,
2017-08-06,,,30.96,20.94,,,,,,
2017-08-07,,,30.96,20.94,,,,,,
2017-08-08,,,30.96,20.94,,,,,,
2017-08-09,,,30.96,20.94,,,,,,
2017-08-10,,,30.96,20.94,,,,,,
2017-08-11,,,30.96,20.94,,,,,,
2017-08-12,,,30.96,20.94,,,,,,
2017-08-13,,,30.96,20.94,,,,,,
2017-08-14,,,30.96,20.94,,,,,,
2017-08-15,,,30.96,20.94,,,,,,
2017-08-16,,,30.96,20.94,,,,,,
2017-08-17,,,30.96,20.94,,,,,,
2017-08-18,,,30.96,20.94,,,,,,
2017-08-19,,,30.96,19.15,,,,,,
2017-08-20,,,30.96,19.15,,,,,,
2017-08-21,,,30.96,19.15,,,,,,
2017-08-22,,,30.96,19.15,,,,,,
2017-08-23,,,30.96,19.15,,,,,,
2017-08-24,,,30.96,19.15,,,,,,
2017-08-25,,,30.96,19.15,,,,,,
2017-08-26,,32.93,30.96,19.15,,,,,,
2017-08-27,,32.93,30.96,19.15,,,,,,
2017-08-28,,32.93,30.96,19.15,,,,,,
2017-08-29,,32.93,30.96,19.15,,,,,,
2017-08-30,,32.93,30.96,19.15,,,,,,
2017-08-31,,32.93,30.96,19.15,,,,,,
2017-09-01,,32.93,30.96,19.15,,,,,,
2017-09-02,,32.93,30.96,19.15,,,,,,
2017-09-03,,32.93,30.96,19.15,,,,,,
2017-09-04,,32.93,30.96,19.15,,,,,,
2017-09-05,,32.93,30.96,19.15,,,,,,
2017-09-06,,32.93,30.96,19.15,,,,,,
2017-09-07,,32.93,30.96,19.15,,40.42,,,,
2017-09-08,,32.93,30.96,19.15,,40.42,,,,
2017-09-09,,32.93,30.96,19.15,,40.42,,,,
2017-09-10,,32.93,30.96,19.15,,40.42,,,,
2017-09-11,,32.93,30.96,19.15,,40.42,,,,
2017-09-12,,32.93,30.96,19.15,,40.42,,,,
2017-09-13,,32.93,30.96,19.15,,40.42,,,,
2017-09-14,,32.93,30.96,19.15,,40.42,,,,
2017-09-15,,32.93,30.96,19.15,,40.42,,,,
2017-09-16,,32.93,30.96,19.15,,40.42,,,,
2017-09-17,,32.93,30.96,19.15,,40.42,,,,
2017-09-18,,32.93,30.96,19.15,,40.42,,,,
2017-09-19,,32.93,30.96,19.15,,40.42,,,,
2017-09-20,,32.93,30.96,19.15,,40.42,,,,
2017-09-21,,32.93,30.96,19.15,,40.42,,,,
2017-09-22,,32.93,30.96,19.15,,40.42,,,,
2017-09-23,,32.93,30.96,19.15,,40.42,,,,
2017-09-24,,32.93,30.96,19.15,,40.42,,,,
2017-09-25,,32.93,30.96,19.15,,40.42,,,,
2017-09-26,,32.93,30.96,19.15,,40.42,,,,
2017-09-27,,32.93,30.96,19.15,,40.42,,,,
2017-09-28,,32.93,30.96,19.15,,40.42,,,,
2017-09-29,,32.93,30.96,17.73,,40.42,,,,
2017-09-30,,32.93,30.96,17.73,,40.42,,,,
2017-10-01,,32.93,30.96,17.73,,40.42,,,,
2017-10-02,,32.93,30.96,17.73,,40.42,,,,
2017-10-03,,32.93,30.96,17.73,,40.42,,,,
2017-10-04,,32.93,30.96,17.73,,40.42,,,,
2017-10-05,,32.93,30.96,17.73,,40.42,,,,
2017-10-06,,32.93,30.96,23.78,,40.42,,,,
2017-10-07,,32.93,30.96,23.78,,40.42,,,,
2017-10-08,,32.93,30.96,23.78,,40.42,,,,
2017-10-09,,32.93,30.96,23.78,,40.42,,,,
2017-10-10,,32.93,30.96,23.78,,40.42,,,,
2017-10-11,,32.93,30.96,17.99,,40.42,,,,
2017-10-12,,32.93,30.96,11.28,,40.42,,,,
2017-10-13,,32.93,30.96,17.99,,40.42,,,,
2017-10-14,,32.93,30.96,11.28,,40.42,,,,
2017-10-15,,32.93,30.96,11.28,,40.42,,,,
2017-10-16,,32.93,30.96,17.99,,40.42,,,,
2017-10-17,,32.93,30.96,11.28,,40.42,,,,
2017-10-18,,32.93,30.96,11.28,,40.42,,,,
2017-10-19,,32.93,30.96,17.99,,40.42,,,,
2017-10-20,,32.93,30.96,14.183333333333332,,40.42,,,,
2017-10-21,,32.93,30.96,14.183333333333332,,40.42,,,,
2017-10-22,,32.93,30.96,21.286666666666665,,40.42,,,,
2017-10-23,,32.93,30.96,11.28,,40.42,,,,
2017-10-24,,32.93,30.96,11.28,,40.42,,,,
2017-10-25,,32.93,30.96,21.935,,40.42,,,,
2017-10-26,,32.93,30.96,21.935,,40.42,,,,
2017-10-27,,32.93,30.96,21.935,,40.42,,,,
2017-10-28,,32.93,30.96,21.935,,40.42,,,,
2017-10-29,,32.93,30.96,23.88,,40.42,,,,
2017-10-30,,32.93,30.96,19.99,,40.42,,,,
2017-10-31,,32.93,30.96,19.99,,40.42,,,,
2017-11-01,,32.93,30.96,19.99,,40.42,,,,
2017-11-02,,32.93,30.96,21.935,,40.42,,,,
2017-11-03,,32.93,30.96,21.935,,40.42,,,,
2017-11-04,,32.93,30.96,21.935,,40.42,,,,
2017-11-05,,32.93,30.96,21.935,,40.42,,,,
2017-11-06,,32.93,30.96,21.935,,40.42,,,,
2017-11-07,,32.93,30.96,23.88,,40.42,,,,
2017-11-08,,32.93,30.96,23.88,,40.42,,,,
2017-11-09,,32.93,30.96,23.88,,40.42,,,,
2017-11-10,,32.93,30.96,23.88,,40.42,,,,
2017-11-11,,32.93,30.96,23.88,,40.42,,,,
2017-11-12,,32.93,30.96,23.88,,40.42,,,,
2017-11-13,,32.93,30.96,23.88,,40.42,,,,
2017-11-14,,32.93,30.96,23.88,,40.42,,,,
2017-11-15,,32.93,30.96,23.88,,40.42,,,,
2017-11-16,,32.93,30.96,23.88,,40.42,,,,
2017-11-17,,32.93,30.96,19.99,,40.42,,,,
2017-11-18,,32.93,30.96,19.99,,40.42,,,,
2017-11-19,,32.93,30.96,19.99,,40.42,,,,
2017-11-20,,32.93,30.96,19.99,,40.42,,,,
2017-11-21,,32.93,30.96,19.99,,40.42,,,,
2017-11-22,,32.93,30.96,21.935,,40.42,,,,
2017-11-23,,32.93,30.96,21.935,,40.42,,,,
2017-11-24,,32.93,30.96,23.88,,40.42,,,,
2017-11-25,,32.93,30.96,19.99,,40.42,,,,
2017-11-26,,32.93,30.96,19.99,,40.42,,,,
2017-11-27,,32.93,30.96,23.88,,40.42,,,,
2017-11-28,,32.93,30.96,19.99,,40.42,,,,
2017-11-29,,32.93,30.96,19.99,,40.42,,,,
2017-11-30,,32.93,30.96,23.88,,40.42,,,,
2017-12-01,,32.93,30.96,23.88,,40.42,,,,
2017-12-02,,32.93,30.96,19.99,,40.42,,,,
2017-12-03,,32.93,30.96,23.88,,40.42,,,,
2017-12-04,,32.93,30.96,21.935,,40.42,,,,
2017-12-05,,32.93,30.96,21.935,,40.42,,,,
2017-12-06,,32.93,30.96,21.935,,40.42,,,,
2017-12-07,,32.93,30.96,19.99,,40.42,,,,
2017-12-08,,32.93,30.96,23.88,,40.42,,,,
2017-12-09,,32.93,30.96,19.99,,40.42,,,,
2017-12-10,,32.93,30.96,19.99,,40.42,,,,
2017-12-11,,32.93,30.96,22.583333333333332,,40.42,,,,
2017-12-12,,32.93,30.96,19.99,,40.42,,,,
2017-12-13,,32.93,30.96,21.935,,40.42,,,,
2017-12-14,,32.93,30.96,21.935,,40.42,,,,
2017-12-15,,32.93,30.96,21.935,,40.42,,,,
2017-12-16,,32.93,30.96,21.935,,40.42,,,,
2017-12-17,,32.93,30.96,21.935,,40.42,,,,
2017-12-18,,32.93,30.96,21.935,,40.42,,,,
2017-12-19,,32.93,30.96,23.88,,40.42,,,,
2017-12-20,,32.93,30.96,23.88,,40.42,,,,
2017-12-21,,32.93,30.96,19.99,,40.42,,,,
2017-12-22,,32.93,30.96,19.99,,40.42,,,,
2017-12-23,,32.93,30.96,23.88,,40.42,,,,
2017-12-24,,32.93,30.96,21.935,,40.42,,,,
2017-12-25,,32.93,30.96,19.99,,40.42,,,,
2017-12-26,,32.93,30.96,19.99,,40.42,,,,
2017-12-27,,32.93,30.96,21.935,,40.42,,,,
2017-12-28,,32.93,30.96,23.88,,40.42,,,,
2017-12-29,,32.93,30.96,19.99,,40.42,,,,
2017-12-30,,32.93,30.96,19.99,,40.42,,,,
2017-12-31,,32.93,30.96,21.935,,40.42,,,,
2018-01-01,,32.93,30.96,21.935,,40.42,,,,
2018-01-02,,32.93,30.96,21.935,,40.42,,,,
2018-01-03,,32.93,28.630000000000003,21.935,,40.42,,,,
2018-01-04,,32.93,28.630000000000003,21.935,,40.42,,,,
2018-01-05,,32.93,27.87,21.935,,40.42,,,,
2018-01-06,,32.93,28.31,21.935,,40.42,,,,
2018-01-07,,32.93,28.24,21.935,,40.42,,,,
2018-01-08,,32.93,30.96,21.935,,40.42,,,,
2018-01-09,,32.93,30.96,21.935,,40.42,,,,
2018-01-10,,32.93,30.96,23.88,,40.42,,,,
2018-01-11,,32.93,30.96,19.99,,40.42,,,,
2018-01-12,,32.93,30.96,19.99,,40.42,,,,
2018-01-13,,32.93,30.96,19.99,,40.42,,,,
2018-01-14,,32.93,30.96,19.99,,40.42,,,,
2018-01-15,,32.93,30.96,19.99,,40.42,,,,
2018-01-16,,32.93,30.96,19.99,,40.42,,,,
2018-01-17,,32.93,30.96,19.99,,40.42,,,,
2018-01-18,,32.93,30.96,19.99,,40.42,,,,
2018-01-19,,32.93,28.68,19.99,,40.42,,,,
2018-01-20,,32.93,28.68,19.99,,40.42,,,,
2018-01-21,,32.93,28.68,19.99,,40.42,,,,
2018-01-22,,32.93,28.68,19.99,,40.42,,,,
2018-01-23,,32.93,28.68,19.99,,40.42,,,,
2018-01-24,,32.93,28.68,23.88,,40.42,,,,
2018-01-25,,32.93,28.68,19.99,,40.42,,,,
2018-01-26,,32.93,28.68,19.99,,40.42,,,,
2018-01-27,,32.93,28.68,19.99,,40.42,,,,
2018-01-28,,32.93,28.68,19.99,,40.42,,,,
2018-01-29,,32.93,28.68,19.99,,40.42,,,,
2018-01-30,,32.93,28.68,19.99,,40.42,,,,
2018-01-31,,32.93,28.68,19.99,,40.42,,,,
2018-02-01,,32.93,30.96,19.99,,40.42,,,,
2018-02-02,,32.93,30.96,19.99,,40.42,,,,
2018-02-03,,32.93,30.96,19.99,,40.42,,,,
2018-02-04,,32.93,30.96,19.99,,40.42,,,,
2018-02-05,,32.93,30.96,19.99,,40.42,,,,
2018-02-06,,32.93,30.96,19.99,,40.42,,,,
2018-02-07,,32.93,30.96,19.99,,40.42,,,,
2018-02-08,,32.93,30.96,19.99,,40.42,,,,
